1,2,0.113575852597953
1,3,0.225786830174557
1,4,0.253014695122593
1,5,0.224486167078574
2,3,0.114783458408703
2,4,0.199676625328939
2,5,0.128045261760842
2,7,0.239041917425741
2,8,0.290553262034551
3,4,0.235230840477155
3,5,0.123254570161898
3,6,0.238748989177526
3,8,0.178277710104638
4,5,0.113888555938501
4,7,0.106269764149697
5,7,0.112514110467047
5,13,0.212373351651286
6,8,0.106215368557427
6,10,0.217958897763846
6,11,0.102392885987566
6,18,0.189061379461651
6,20,0.219616555437503
7,13,0.101083453518828
7,22,0.216938406259116
7,23,0.212655912989714
8,11,0.177689181766274
8,18,0.125454541243279
8,20,0.245176767548528
9,12,0.124674892454065
9,16,0.274905102462092
9,19,0.114284392775007
9,22,0.268436136255049
9,25,0.189123795666011
9,29,0.283300501830859
10,11,0.127551382395474
10,14,0.261567755710664
10,15,0.151664998075207
10,20,0.174079463358087
10,24,0.187371622913244
11,15,0.268686618756243
11,18,0.195344751025656
11,20,0.135335348727116
12,16,0.152621685700828
12,17,0.295798951027514
12,19,0.116424748933515
12,25,0.22543966213078
12,26,0.25388858950185
13,22,0.115857310894339
13,23,0.132902525885083
13,25,0.248463258057306
13,28,0.292722276612168
14,15,0.113828292814056
14,21,0.110104320433237
14,24,0.200946407383933
14,27,0.152695449085917
14,31,0.243733999381477
15,20,0.245957846467376
15,21,0.185839816172655
15,24,0.124303741117438
16,17,0.143475226316879
16,19,0.219234054524099
16,26,0.133162235590319
17,26,0.138476219755532
17,33,0.268568071834912
18,20,0.18094706467666
18,23,0.201677285181219
18,28,0.121174879705256
19,22,0.244098744453478
19,25,0.10902621548017
19,29,0.178774935947856
21,24,0.208224766220473
21,27,0.105691964255344
21,31,0.155896908487023
21,35,0.26486029488987
22,23,0.106913854890506
22,25,0.154173731934235
23,25,0.254358857705311
23,28,0.178650003561969
24,11,0.255560039080178
24,20,0.171385370985854
26,33,0.172408792838647
26,39,0.262690935009255
27,10,0.27845899996956
27,15,0.15314894165939
27,20,0.283958542670124
27,24,0.113939891398321
28,6,0.296599633140601
28,8,0.246549774232462
28,11,0.268769042898212
28,20,0.184530451380161
29,12,0.282163765667143
29,22,0.219430850181782
29,23,0.29610296948489
29,25,0.107105214773583
30,13,0.250825873580116
30,19,0.261339078842325
30,22,0.137529987679898
30,23,0.17494069843799
30,25,0.153024371907349
30,29,0.135678786332395
31,15,0.257611365211703
31,24,0.190869809532756
31,27,0.104743343458965
31,35,0.110029372036526
32,18,0.239590411935118
32,20,0.1798387239326
32,28,0.1380730067395
32,38,0.113091610493798
32,42,0.22008930679572
33,34,0.253804249809273
33,36,0.156194062741926
33,39,0.105736442789079
33,44,0.289506924615728
34,25,0.217246371448442
34,29,0.110541430378691
34,30,0.183604674604929
34,36,0.106708671836267
34,37,0.123914878270046
35,27,0.192344743479526
35,40,0.129694261927961
35,42,0.198695657338682
36,29,0.195028453596498
36,30,0.290058673502786
36,37,0.213406128641595
36,39,0.111491093138913
37,22,0.277198259863704
37,25,0.256698551206035
37,29,0.175795261543332
37,30,0.140057010144548
38,20,0.287711073165779
38,28,0.230297479801923
38,40,0.272289828349125
38,42,0.112074133154395
38,46,0.213323839798631
39,34,0.217048825444378
39,41,0.229489123176627
39,44,0.189536551043601
40,31,0.2110079735973
40,42,0.188470704917653
41,29,0.228776248301463
41,30,0.241430554852236
41,34,0.127725784967733
41,36,0.158883871149466
41,37,0.107357199429395
42,43,0.250243277025265
42,46,0.15421322390756
43,30,0.28888811002671
43,34,0.257450832637597
43,37,0.162862617281595
43,41,0.144506953972202
43,46,0.127356411778839
44,34,0.200601175684714
44,36,0.173510895504075
44,37,0.207697406816669
44,41,0.100574229584906
45,33,0.254441805239313
45,34,0.274545603756449
45,36,0.20312102965575
45,39,0.150223995643929
45,41,0.206828770664042
45,44,0.112373859194396
46,37,0.284079436763525
46,49,0.169712843071978
46,51,0.298700861709217
47,36,0.298863990296088
47,39,0.253581633154828
47,41,0.25683562069738
47,44,0.157915877064716
47,45,0.103602261405059
47,50,0.132680697410896
48,49,0.114588872501888
48,51,0.159533706165096
48,52,0.276465402186706
48,53,0.294177595439715
49,50,0.233221876351727
49,51,0.128990842273054
49,52,0.20184629728731
49,53,0.260695169631898
50,44,0.270687130922557
50,45,0.236231971122287
50,51,0.213880950947678
50,52,0.108015920356759
51,52,0.126956892428533
51,53,0.138709874333158
52,47,0.238395317982977
52,53,0.11193940435924
53,50,0.216069044118998
