0.044509,0.69708,-0.020632,0.031942,0.038473,-0.094681
0.040775,0.64088,-0.019375,0.028969,0.035275,-0.086898
0.037346,0.58915,-0.018409,0.026202,0.032233,-0.079772
0.034174,0.54152,-0.017701,0.023575,0.02934,-0.073181
0.031221,0.49768,-0.017217,0.021055,0.026586,-0.067081
0.028452,0.45732,-0.016929,0.018675,0.023962,-0.06155
0.025841,0.42015,-0.016811,0.016473,0.021462,-0.056613
0.023364,0.38592,-0.016841,0.014439,0.019079,-0.052201
0.021002,0.3544,-0.016999,0.012548,0.016809,-0.048234
0.018738,0.32536,-0.017267,0.010776,0.014646,-0.044651
0.016558,0.29862,-0.017631,0.0091052,0.012581,-0.041402
0.014451,0.27398,-0.018076,0.0075197,0.01061,-0.038447
0.012406,0.25128,-0.018591,0.0060074,0.0087266,-0.035755
0.010415,0.23036,-0.019167,0.0045583,0.0069244,-0.033298
0.0084715,0.21108,-0.019795,0.0031642,0.0051983,-0.031052
0.0065696,0.1933,-0.020467,0.0018185,0.0035432,-0.028995
0.0047045,0.17691,-0.021178,0.00051553,0.0019542,-0.02711
0.0028722,0.1618,-0.021921,-0.00074946,0.00042705,-0.02538
0.0010694,0.14786,-0.022693,-0.0019804,-0.0010426,-0.02379
-0.00070658,0.135,-0.023488,-0.0031807,-0.0024585,-0.022328
-0.0024579,0.12313,-0.024304,-0.0043533,-0.0038242,-0.020982
-0.0041862,0.11217,-0.025139,-0.0055004,-0.0051432,-0.019741
-0.0058931,0.10206,-0.025988,-0.0066243,-0.0064185,-0.018597
-0.0075796,0.092717,-0.026851,-0.0077266,-0.007653,-0.01754
-0.0092466,0.084087,-0.027725,-0.008809,-0.0088493,-0.016565
-0.010895,0.076112,-0.02861,-0.0098727,-0.01001,-0.015663
-0.012525,0.068739,-0.029503,-0.010919,-0.011137,-0.014829
-0.014137,0.06192,-0.030403,-0.011948,-0.012233,-0.014058
-0.015732,0.055612,-0.03131,-0.012962,-0.0133,-0.013344
-0.017309,0.049773,-0.032223,-0.013961,-0.014339,-0.012684
-0.018869,0.044367,-0.033141,-0.014946,-0.015352,-0.012072
-0.020412,0.039358,-0.034064,-0.015917,-0.016341,-0.011506
-0.021938,0.034715,-0.03499,-0.016874,-0.017307,-0.010982
-0.023448,0.03041,-0.03592,-0.017819,-0.018252,-0.010498
-0.02494,0.026415,-0.036852,-0.018752,-0.019176,-0.010049
-0.026416,0.022706,-0.037787,-0.019673,-0.020082,-0.0096339
-0.027874,0.01926,-0.038725,-0.020582,-0.020969,-0.0092503
-0.029316,0.016056,-0.039664,-0.021479,-0.021838,-0.0088959
-0.030742,0.013075,-0.040604,-0.022366,-0.022692,-0.0085686
-0.03215,0.010301,-0.041545,-0.023242,-0.02353,-0.0082667
-0.033542,0.0077151,-0.042488,-0.024108,-0.024354,-0.0079885
-0.034917,0.0053042,-0.043431,-0.024958,-0.025157,-0.0077337
-0.036276,0.003054,-0.044374,-0.025798,-0.025948,-0.0074991
-0.037618,0.00095205,-0.045316,-0.02663,-0.026727,-0.0072835
-0.038944,-0.0010133,-0.046259,-0.027453,-0.027494,-0.0070856
-0.040253,-0.0028527,-0.047201,-0.028266,-0.028251,-0.0069043
-0.041546,-0.0045761,-0.048142,-0.029071,-0.028997,-0.0067386
-0.042823,-0.0061923,-0.049081,-0.029868,-0.029732,-0.0065876
-0.044084,-0.0077098,-0.05002,-0.030655,-0.030458,-0.0064501
-0.045329,-0.0091361,-0.050956,-0.031434,-0.031175,-0.0063255
-0.046558,-0.010478,-0.05189,-0.032205,-0.031882,-0.006213
-0.047772,-0.011743,-0.052822,-0.032967,-0.03258,-0.0061117
-0.04897,-0.012936,-0.053752,-0.033721,-0.033269,-0.0060209
-0.050153,-0.014063,-0.054679,-0.034467,-0.033951,-0.0059401
-0.05132,-0.015128,-0.055602,-0.035204,-0.034623,-0.0058686
-0.052473,-0.016137,-0.056522,-0.035933,-0.035288,-0.0058059
-0.05361,-0.017094,-0.057439,-0.036654,-0.035945,-0.0057513
-0.054733,-0.018003,-0.058352,-0.037368,-0.036594,-0.0057044
-0.055842,-0.018866,-0.059261,-0.038073,-0.037235,-0.0056648
-0.056935,-0.019689,-0.060165,-0.03877,-0.037868,-0.005632
-0.058015,-0.020472,-0.061065,-0.039459,-0.038493,-0.0056056
-0.05908,-0.021221,-0.06196,-0.040141,-0.039111,-0.0055852
-0.060132,-0.021936,-0.06285,-0.040815,-0.039721,-0.0055704
-0.06117,-0.022621,-0.063735,-0.041481,-0.040324,-0.0055609
-0.062194,-0.023277,-0.064614,-0.04214,-0.040919,-0.0055563
-0.063204,-0.023907,-0.065488,-0.042791,-0.041507,-0.0055564
-0.064201,-0.024512,-0.066356,-0.043436,-0.042088,-0.0055609
-0.065185,-0.025095,-0.067218,-0.044072,-0.042662,-0.0055694
-0.066156,-0.025656,-0.068074,-0.044702,-0.043229,-0.0055819
-0.067114,-0.026197,-0.068923,-0.045324,-0.043789,-0.005598
-0.068058,-0.02672,-0.069766,-0.04594,-0.044341,-0.0056176
-0.068991,-0.027225,-0.070602,-0.046548,-0.044888,-0.0056404
-0.06991,-0.027714,-0.071431,-0.04715,-0.045427,-0.0056662
-0.070818,-0.028188,-0.072253,-0.047744,-0.045959,-0.0056949
-0.071713,-0.028647,-0.073068,-0.048331,-0.046485,-0.0057263
-0.072595,-0.029093,-0.073876,-0.048912,-0.047004,-0.0057602
-0.073466,-0.029527,-0.074676,-0.049486,-0.047517,-0.0057965
-0.074325,-0.029948,-0.075469,-0.050052,-0.048023,-0.005835
-0.075171,-0.030359,-0.076254,-0.050612,-0.048522,-0.0058755
-0.076006,-0.030759,-0.077031,-0.051165,-0.049015,-0.0059181
-0.07683,-0.031148,-0.0778,-0.051711,-0.049501,-0.0059623
-0.077641,-0.031528,-0.078561,-0.05225,-0.049981,-0.0060083
-0.078442,-0.0319,-0.079314,-0.052783,-0.050454,-0.0060557
-0.07923,-0.032262,-0.080058,-0.053308,-0.050921,-0.0061046
-0.080008,-0.032616,-0.080795,-0.053826,-0.051382,-0.0061547
-0.080774,-0.032963,-0.081522,-0.054337,-0.051836,-0.0062059
-0.081529,-0.033302,-0.082242,-0.054841,-0.052285,-0.006258
-0.082273,-0.033633,-0.082952,-0.055338,-0.052727,-0.0063111
-0.083005,-0.033958,-0.083654,-0.055828,-0.053163,-0.0063648
-0.083727,-0.034276,-0.084348,-0.056311,-0.053593,-0.0064192
-0.084438,-0.034588,-0.085032,-0.056787,-0.054018,-0.006474
-0.085138,-0.034893,-0.085708,-0.057255,-0.054436,-0.0065292
-0.085827,-0.035193,-0.086374,-0.057716,-0.054849,-0.0065847
-0.086506,-0.035487,-0.087032,-0.058169,-0.055256,-0.0066403
-0.087174,-0.035774,-0.08768,-0.058615,-0.055658,-0.0066959
-0.087831,-0.036057,-0.088319,-0.059054,-0.056054,-0.0067514
-0.088477,-0.036334,-0.08895,-0.059486,-0.056445,-0.0068068
-0.089113,-0.036606,-0.089571,-0.05991,-0.05683,-0.0068619
-0.089739,-0.036873,-0.090182,-0.060327,-0.05721,-0.0069166
-0.090354,-0.037134,-0.090785,-0.060736,-0.057584,-0.006971
-0.090958,-0.037391,-0.091377,-0.061138,-0.057954,-0.0070247
-0.091553,-0.037643,-0.091961,-0.061533,-0.058318,-0.007078
-0.092136,-0.03789,-0.092535,-0.061921,-0.058677,-0.0071305
-0.09271,-0.038133,-0.0931,-0.062301,-0.059031,-0.0071824
-0.093273,-0.03837,-0.093655,-0.062674,-0.05938,-0.0072335
-0.093826,-0.038604,-0.094201,-0.063034,-0.05976,-0.0072933
-0.094369,-0.038833,-0.094737,-0.063388,-0.060132,-0.0073511
-0.094902,-0.039057,-0.095264,-0.063737,-0.060495,-0.0074069
-0.095424,-0.039277,-0.095781,-0.064079,-0.060851,-0.0074608
-0.095936,-0.039492,-0.096288,-0.064416,-0.061198,-0.007513
-0.096438,-0.039704,-0.096786,-0.064747,-0.061537,-0.0075636
-0.09693,-0.039911,-0.097274,-0.065072,-0.061868,-0.0076125
-0.097412,-0.040113,-0.097752,-0.065391,-0.062192,-0.00766
-0.097884,-0.040312,-0.098221,-0.065704,-0.062508,-0.007706
-0.098345,-0.040506,-0.09868,-0.066011,-0.062816,-0.0077506
-0.098797,-0.040696,-0.099129,-0.066312,-0.063117,-0.0077939
-0.099239,-0.040882,-0.099569,-0.066606,-0.063411,-0.0078359
-0.099671,-0.041064,-0.099998,-0.066894,-0.063697,-0.0078766
-0.10009,-0.041241,-0.10042,-0.067175,-0.063977,-0.0079161
-0.1005,-0.041415,-0.10083,-0.06745,-0.064249,-0.0079544
-0.10091,-0.041584,-0.10123,-0.067719,-0.064514,-0.0079916
-0.1013,-0.041749,-0.10162,-0.067982,-0.064772,-0.0080276
-0.10168,-0.04191,-0.102,-0.068237,-0.065023,-0.0080625
-0.10205,-0.042067,-0.10237,-0.068487,-0.065267,-0.0080963
-0.10241,-0.04222,-0.10273,-0.06873,-0.065505,-0.008129
-0.10277,-0.042369,-0.10308,-0.068966,-0.065735,-0.0081606
-0.10311,-0.042514,-0.10343,-0.069196,-0.065959,-0.0081912
-0.10344,-0.042655,-0.10376,-0.069419,-0.066176,-0.0082207
-0.10376,-0.042791,-0.10408,-0.069635,-0.066387,-0.0082492
-0.10408,-0.042924,-0.10439,-0.069845,-0.06659,-0.0082766
-0.10438,-0.043053,-0.10469,-0.070049,-0.066787,-0.0083031
-0.10467,-0.043177,-0.10499,-0.070245,-0.066978,-0.0083285
-0.10495,-0.043298,-0.10527,-0.070436,-0.067162,-0.0083529
-0.10523,-0.043414,-0.10554,-0.070619,-0.067339,-0.0083763
-0.10549,-0.043527,-0.1058,-0.070796,-0.06751,-0.0083988
