-0.75959,-0.47352,0.058167,0.80405,-0.91639,-0.011436,0.054333,0.00535,1.506,-1.3338,1.5582,1.6136,0
-0.76791,-0.48287,0.063956,0.80778,-0.89122,-0.042869,0.0043598,0.0068706,1.3597,-1.6407,1.3456,1.373,0
-0.77405,-0.49074,0.069361,0.80969,-0.85362,-0.096681,-0.031233,0.0083135,1.2181,-1.8956,1.1572,1.1649,0
-0.7777,-0.49704,0.07438,0.80936,-0.80127,-0.17759,-0.050421,0.0097457,1.0787,-2.0935,0.99349,0.99125,0
-0.77838,-0.50156,0.078983,0.80624,-0.73725,-0.27777,-0.058273,0.01121,0.93914,-2.2257,0.85684,0.85625,0
-0.77625,-0.50444,0.083197,0.80044,-0.67155,-0.37625,-0.066076,0.012733,0.79882,-2.2963,0.74503,0.75707,0
-0.77226,-0.50622,0.087122,0.79288,-0.61184,-0.45933,-0.080139,0.014333,0.65876,-2.3256,0.65042,0.68235,0
-0.76724,-0.50737,0.090853,0.78436,-0.55981,-0.52595,-0.10009,0.01602,0.51988,-2.3311,0.5663,0.62212,0
-0.76165,-0.50816,0.094449,0.77531,-0.51471,-0.57924,-0.12378,0.017803,0.38245,-2.3226,0.48876,0.57066,0
-0.75571,-0.50873,0.097949,0.76593,-0.47539,-0.62246,-0.14934,0.019685,0.24642,-2.3055,0.41562,0.5249,0
-0.74956,-0.50915,0.10138,0.75635,-0.44081,-0.65821,-0.17537,0.02167,0.11155,-2.2825,0.34557,0.48306,0
-0.74325,-0.50946,0.10476,0.7466,-0.41012,-0.6885,-0.20091,0.023757,-0.02244,-2.2553,0.27778,0.44406,0
-0.73682,-0.50971,0.1081,0.73671,-0.38263,-0.71486,-0.22532,0.025948,-0.15584,-2.2249,0.21165,0.40719,0
-0.73028,-0.50991,0.11142,0.72669,-0.35777,-0.73844,-0.24814,0.028243,-0.28893,-2.1919,0.14677,0.37198,0
-0.72365,-0.51007,0.11473,0.71653,-0.33508,-0.76014,-0.26909,0.030641,-0.42197,-2.1567,0.082828,0.33809,0
-0.71692,-0.5102,0.11802,0.70624,-0.31417,-0.78063,-0.288,0.033141,-0.55522,-2.1195,0.019583,0.30529,0
-0.71008,-0.51031,0.12132,0.69581,-0.29475,-0.80044,-0.30478,0.035742,-0.68888,-2.0805,-0.043148,0.27342,0
-0.70315,-0.51039,0.12463,0.68523,-0.27654,-0.81996,-0.31942,0.038444,-0.82315,-2.0396,-0.10551,0.24234,0
-0.6961,-0.51046,0.12794,0.67448,-0.25936,-0.83946,-0.33193,0.041245,-0.95821,-1.997,-0.1676,0.21199,0
-0.68894,-0.51051,0.13128,0.66356,-0.24303,-0.85916,-0.34237,0.044145,-1.0942,-1.9526,-0.22951,0.18232,0
-0.68166,-0.51054,0.13463,0.65246,-0.22742,-0.87919,-0.35083,0.047141,-1.2313,-1.9063,-0.29129,0.15329,0
-0.67424,-0.51056,0.138,0.64116,-0.21243,-0.89963,-0.35739,0.050234,-1.3696,-1.8581,-0.35299,0.1249,0
-0.66668,-0.51056,0.1414,0.62967,-0.19798,-0.92054,-0.36217,0.053421,-1.5091,-1.808,-0.41464,0.097146,0
-0.65898,-0.51054,0.14483,0.61797,-0.18399,-0.94194,-0.36528,0.056702,-1.6501,-1.7557,-0.47625,0.070045,0
-0.65113,-0.51051,0.14829,0.60605,-0.17043,-0.96381,-0.36683,0.060076,-1.7925,-1.7013,-0.53784,0.043617,0
-0.64312,-0.51046,0.15178,0.59392,-0.15727,-0.98614,-0.36694,0.063542,-1.9364,-1.6447,-0.59939,0.017889,0
-0.63494,-0.51039,0.1553,0.58155,-0.14446,-1.0089,-0.36572,0.067098,-2.0818,-1.5858,-0.66089,-0.0071061,0
-0.6266,-0.5103,0.15885,0.56895,-0.13201,-1.032,-0.36327,0.070743,-2.2288,-1.5244,-0.72234,-0.031332,0
-0.61808,-0.51018,0.16244,0.55612,-0.11989,-1.0555,-0.3597,0.074476,-2.3775,-1.4606,-0.78371,-0.054749,0
-0.60939,-0.51005,0.16607,0.54304,-0.1081,-1.0793,-0.3551,0.078296,-2.5277,-1.3942,-0.84498,-0.077315,0
-0.60052,-0.50989,0.16973,0.52972,-0.096636,-1.1033,-0.34956,0.082201,-2.6795,-1.3251,-0.90611,-0.098986,0
-0.59146,-0.50971,0.17343,0.51615,-0.0855,-1.1275,-0.34317,0.08619,-2.833,-1.2534,-0.96707,-0.11972,0
-0.58221,-0.50951,0.17716,0.50233,-0.074694,-1.1519,-0.336,0.090263,-2.9881,-1.1788,-1.0278,-0.13946,0
-0.57278,-0.50928,0.18093,0.48826,-0.064221,-1.1763,-0.32813,0.094417,-3.1448,-1.1013,-1.0884,-0.15816,0
-0.56315,-0.50902,0.18474,0.47394,-0.054086,-1.2009,-0.31962,0.098651,-3.303,-1.021,-1.1486,-0.17578,0
-0.55333,-0.50874,0.18859,0.45936,-0.044296,-1.2254,-0.31053,0.10296,-3.4628,-0.93757,-1.2085,-0.19226,0
-0.54331,-0.50843,0.19247,0.44453,-0.034858,-1.2499,-0.30091,0.10735,-3.6241,-0.85112,-1.268,-0.20756,0
-0.5331,-0.50809,0.19639,0.42944,-0.025779,-1.2743,-0.29083,0.11182,-3.7868,-0.76155,-1.3271,-0.22162,0
-0.52269,-0.50772,0.20035,0.4141,-0.017068,-1.2987,-0.28031,0.11636,-3.951,-0.6688,-1.3858,-0.23438,0
-0.51208,-0.50733,0.20435,0.3985,-0.0087332,-1.3229,-0.26941,0.12098,-4.1165,-0.57281,-1.4439,-0.2458,0
-0.50128,-0.5069,0.20838,0.38265,-0.00078367,-1.347,-0.25816,0.12566,-4.2833,-0.47354,-1.5014,-0.25583,0
-0.49125,-0.50753,0.21273,0.36752,-0.00078367,-1.3633,-0.2466,0.13042,-4.4645,-0.4036,-1.5795,-0.28901,0
-0.48094,-0.50807,0.21711,0.35206,-0.00078367,-1.3799,-0.2347,0.13524,-4.6469,-0.32839,-1.6561,-0.31963,0
-0.47034,-0.50853,0.22152,0.33625,-0.00078367,-1.3967,-0.22248,0.14013,-4.8306,-0.24779,-1.7312,-0.34755,0
-0.45945,-0.5089,0.22596,0.3201,-0.00078367,-1.4137,-0.21,0.14508,-5.0152,-0.1617,-1.8046,-0.37265,0
